nThreads, MatrixName, NRows, NCol, NZ, k, time, err_rel, GFLOPS
10, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001732, 0.000000, 15.915313
11, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.002428, 0.000000, 11.352507
12, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.002161, 0.000000, 12.758641
13, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.002194, 0.000000, 12.563529
14, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.002041, 0.000000, 13.507456
15, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001858, 0.000000, 14.837758
16, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001858, 0.000000, 14.839991
17, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001760, 0.000000, 15.659963
18, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001468, 0.000000, 18.776099
19, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001651, 0.000000, 16.697179
20, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001622, 0.000000, 16.995995
21, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001328, 0.000000, 20.760985
22, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001511, 0.000000, 18.239691
23, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001421, 0.000000, 19.396819
24, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001364, 0.000000, 20.212542
25, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001398, 0.000000, 19.718958
26, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001509, 0.000000, 18.266080
27, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001200, 0.000000, 22.964485
28, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001438, 0.000000, 19.174719
29, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001237, 0.000000, 22.288073
30, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001031, 0.000000, 26.748235
31, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.000895, 0.000000, 30.810401
32, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001380, 0.000000, 19.974401
33, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001343, 0.000000, 20.525257
34, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001337, 0.000000, 20.624881
35, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001338, 0.000000, 20.600413
36, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.000773, 0.000000, 35.646496
37, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.000874, 0.000000, 31.552631
38, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001002, 0.000000, 27.510194
39, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 32, 0.001172, 0.000000, 23.516702
1, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.026256, 0.000000, 2.099908
2, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.014499, 0.000000, 3.802546
3, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.009434, 0.000000, 5.844420
4, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.007132, 0.000000, 7.731015
5, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.005942, 0.000000, 9.278829
6, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.004989, 0.000000, 11.050962
7, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.004211, 0.000000, 13.092620
8, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.003695, 0.000000, 14.920753
9, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.003456, 0.000000, 15.955228
10, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.003186, 0.000000, 17.304887
11, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002918, 0.000000, 18.895893
12, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.004244, 0.000000, 12.992235
13, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.003888, 0.000000, 14.180723
14, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.003606, 0.000000, 15.289880
15, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.003380, 0.000000, 16.313225
16, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.003168, 0.000000, 17.402560
17, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002986, 0.000000, 18.461535
18, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002868, 0.000000, 19.226571
19, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002692, 0.000000, 20.482865
20, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002552, 0.000000, 21.605242
21, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002454, 0.000000, 22.470518
22, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002323, 0.000000, 23.735726
23, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002253, 0.000000, 24.471952
24, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002142, 0.000000, 25.737231
25, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002405, 0.000000, 22.924167
26, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002964, 0.000000, 18.600817
27, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002330, 0.000000, 23.660441
28, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002815, 0.000000, 19.585970
29, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002382, 0.000000, 23.146087
30, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002040, 0.000000, 27.022711
31, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002022, 0.000000, 27.264256
32, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002748, 0.000000, 20.063033
33, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.004881, 0.000000, 11.295139
34, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.004850, 0.000000, 11.368336
35, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.002696, 0.000000, 20.451144
36, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.001543, 0.000000, 35.726358
37, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.003345, 0.000000, 16.484491
38, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.001981, 0.000000, 27.837776
39, ../measurements/matrix_files/FEM_3D_thermal1.mtx, 17880, 17880, 430740, 64, 0.004603, 0.000000, 11.976820
1, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.001635, 0.000000, 1.807166
2, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.001066, 0.000000, 2.772710
3, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000684, 0.000000, 4.317688
4, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000520, 0.000000, 5.687199
5, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000411, 0.000000, 7.189543
6, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000368, 0.000000, 8.028404
7, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000340, 0.000000, 8.686800
8, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000530, 0.000000, 5.572091
9, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000273, 0.000000, 10.822688
10, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000273, 0.000000, 10.815876
11, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000383, 0.000000, 7.725656
12, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000365, 0.000000, 8.103914
13, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000344, 0.000000, 8.601584
14, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000323, 0.000000, 9.147955
15, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000308, 0.000000, 9.604836
16, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000292, 0.000000, 10.123518
17, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000266, 0.000000, 11.103599
18, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000247, 0.000000, 11.978017
19, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000241, 0.000000, 12.247200
20, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000238, 0.000000, 12.422016
21, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000231, 0.000000, 12.795033
22, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000268, 0.000000, 11.041581
23, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.002081, 0.000000, 1.420262
24, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000252, 0.000000, 11.745356
25, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.002123, 0.000000, 1.392211
26, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.002119, 0.000000, 1.394777
27, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000229, 0.000000, 12.882093
28, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000203, 0.000000, 14.549654
29, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.004854, 0.000000, 0.608869
30, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000167, 0.000000, 17.692778
31, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000165, 0.000000, 17.919944
32, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000164, 0.000000, 17.985650
33, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000158, 0.000000, 18.759400
34, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000151, 0.000000, 19.622565
35, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000154, 0.000000, 19.239717
36, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000153, 0.000000, 19.350003
37, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000161, 0.000000, 18.310759
38, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000154, 0.000000, 19.217510
39, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 3, 0.000170, 0.000000, 17.352866
1, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.002104, 0.000000, 1.872615
2, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.001380, 0.000000, 2.856070
3, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.001007, 0.000000, 3.911252
4, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000635, 0.000000, 6.204573
5, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000541, 0.000000, 7.286537
6, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000457, 0.000000, 8.624565
7, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000424, 0.000000, 9.295721
8, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000375, 0.000000, 10.516824
9, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000340, 0.000000, 11.590167
10, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000338, 0.000000, 11.674329
11, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000493, 0.000000, 7.986866
12, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000464, 0.000000, 8.484666
13, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000446, 0.000000, 8.831595
14, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000412, 0.000000, 9.567612
15, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000385, 0.000000, 10.238008
16, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000368, 0.000000, 10.722321
17, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000356, 0.000000, 11.075963
18, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000336, 0.000000, 11.711733
19, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000318, 0.000000, 12.380413
20, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000310, 0.000000, 12.710693
21, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000414, 0.000000, 9.517984
22, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.001569, 0.000000, 2.511309
23, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000310, 0.000000, 12.694642
24, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000338, 0.000000, 11.670525
25, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000319, 0.000000, 12.369822
26, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000306, 0.000000, 12.875765
27, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000283, 0.000000, 13.920750
28, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000272, 0.000000, 14.462930
29, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000266, 0.000000, 14.816155
30, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000261, 0.000000, 15.120022
31, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000247, 0.000000, 15.967550
32, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000222, 0.000000, 17.723867
33, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000211, 0.000000, 18.686483
34, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000211, 0.000000, 18.703645
35, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000217, 0.000000, 18.199382
36, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000218, 0.000000, 18.115756
37, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000224, 0.000000, 17.609023
38, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000219, 0.000000, 17.969451
39, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 4, 0.000210, 0.000000, 18.741630
1, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.003949, 0.000000, 1.995723
2, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.002693, 0.000000, 2.926777
3, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.001562, 0.000000, 5.046732
4, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.001157, 0.000000, 6.809016
5, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000985, 0.000000, 8.003941
6, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000843, 0.000000, 9.344172
7, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000749, 0.000000, 10.523087
8, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000674, 0.000000, 11.698633
9, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000886, 0.000000, 8.900079
10, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000570, 0.000000, 13.824090
11, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000894, 0.000000, 8.811865
12, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000833, 0.000000, 9.459934
13, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000769, 0.000000, 10.253939
14, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000714, 0.000000, 11.035646
15, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000675, 0.000000, 11.668374
16, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000633, 0.000000, 12.455568
17, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000600, 0.000000, 13.133114
18, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000568, 0.000000, 13.877046
19, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000653, 0.000000, 12.078133
20, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000724, 0.000000, 10.886776
21, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000702, 0.000000, 11.223165
22, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000693, 0.000000, 11.365039
23, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000641, 0.000000, 12.300800
24, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000597, 0.000000, 13.206863
25, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000609, 0.000000, 12.933684
26, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000589, 0.000000, 13.388507
27, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000563, 0.000000, 13.986081
28, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000543, 0.000000, 14.517626
29, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000524, 0.000000, 15.041830
30, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000473, 0.000000, 16.674228
31, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000465, 0.000000, 16.934400
32, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.001149, 0.000000, 6.860978
33, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000445, 0.000000, 17.693626
34, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000443, 0.000000, 17.770406
35, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000447, 0.000000, 17.612585
36, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000445, 0.000000, 17.719165
37, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000477, 0.000000, 16.508790
38, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000457, 0.000000, 17.237604
39, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 8, 0.000492, 0.000000, 16.006889
1, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.005802, 0.000000, 2.037486
2, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.003573, 0.000000, 3.308233
3, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.002163, 0.000000, 5.465119
4, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001664, 0.000000, 7.105751
5, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001395, 0.000000, 8.477024
6, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001172, 0.000000, 10.090199
7, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001049, 0.000000, 11.270864
8, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.000940, 0.000000, 12.575253
9, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.000930, 0.000000, 12.711609
10, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.000822, 0.000000, 14.384904
11, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001333, 0.000000, 8.867055
12, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001505, 0.000000, 7.855358
13, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001316, 0.000000, 8.982046
14, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001245, 0.000000, 9.495053
15, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001209, 0.000000, 9.774194
16, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001131, 0.000000, 10.449533
17, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001120, 0.000000, 10.555871
18, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001117, 0.000000, 10.584888
19, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001113, 0.000000, 10.618521
20, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001067, 0.000000, 11.082141
21, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001089, 0.000000, 10.852356
22, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001084, 0.000000, 10.902675
23, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001049, 0.000000, 11.267625
24, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001031, 0.000000, 11.462391
25, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.000976, 0.000000, 12.113545
26, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.000935, 0.000000, 12.638393
27, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.000921, 0.000000, 12.836966
28, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.000878, 0.000000, 13.470040
29, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.000828, 0.000000, 14.277752
30, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.000941, 0.000000, 12.557326
31, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.003431, 0.000000, 3.445926
32, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.000972, 0.000000, 12.163970
33, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001008, 0.000000, 11.731852
34, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001074, 0.000000, 11.002914
35, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001050, 0.000000, 11.254292
36, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001882, 0.000000, 6.282103
37, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001006, 0.000000, 11.751106
38, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.000990, 0.000000, 11.943159
39, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 12, 0.001067, 0.000000, 11.076119
1, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.008599, 0.000000, 1.833018
2, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.005087, 0.000000, 3.098276
3, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.003002, 0.000000, 5.249981
4, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.002216, 0.000000, 7.113106
5, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001884, 0.000000, 8.366419
6, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001737, 0.000000, 9.073803
7, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001782, 0.000000, 8.847185
8, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001539, 0.000000, 10.243374
9, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001685, 0.000000, 9.355664
10, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001271, 0.000000, 12.405918
11, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001290, 0.000000, 12.214324
12, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001703, 0.000000, 9.253088
13, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001641, 0.000000, 9.603761
14, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001550, 0.000000, 10.168440
15, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001444, 0.000000, 10.912530
16, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001372, 0.000000, 11.485912
17, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001338, 0.000000, 11.782493
18, ../measurements/matrix_files/lung2.mtx, 109460, 109460, 492564, 16, 0.001288, 0.000000, 12.241193
